User,Comment,Date,Comment_ID
Kelvin Ng,Just ban those copy cats for stealing ur hard work.,25/Oct/19 12:06,2424370804545092
Luther Goh Lu Feng,Have you considered a simple call to action to like your social media at the end of each comic strip?,26/Aug/19 Aug,2372277979754375
Cleve Wong,U all got a nice page. Yeah but this is the nature of the internet... hope they can be more considerate.,26/Aug/19 Aug,2372297383085768
Terence Lio,Don't just lament here. Take massive action. Start suing.,26/Aug/19 Aug,2372283546420485
Mason Lim,Or watermark everything you use so people cannot just shop it away  Not many other ways to do this otherwise.  You can't rely on scummy people to do the right thing,27/Aug/19 Aug,2372415156407324
Hendriyadi Hendriyadi,I'll tag you the link when i see the posts. I did see one before.,27/Aug/19 Aug,2372579816390858
Cai Jianxiong Benjamin,It's not right for them to steal your content.,27/Aug/19 Aug,2372336156415224
YuSong Oh,Those #creathieves,26/Aug/19 Aug,2372309289751244
Chua Zi Han,Do a watermark over all your artwork,26/Aug/19 Aug,2372277779754395
Kelly Chin,those ppl no integrity at all,29/Aug/19 Aug,2374084592907047
Кристофер Франсисович Яп,"Lol... FA's... So much for those ethics hours.  If it's not illegal, just do it!",26/Aug/19 Aug,2372298806418959
Kin Ming Chow,Don't give up guys! Stay woke😦,27/Aug/19 Aug,2372677756381064
Kezzendra Quek,Brendon Koh,26/Aug/19 Aug,2372297789752394
Az Isma Isma,U can sue them,26/Aug/19 Aug,2372292066419633
Zach Ng,Jimmy Seah check this page out,27/Aug/19 Aug,2372323683083138
Philip Tnee,Will definitely report the next time I see some punk ass FA do that.,26/Aug/19 Aug,2372284076420432
Godfrey Gan,Watermark?,12/Sep/19 Sep,2384817245167115
Yelnats CA,naalala ko ung nag CTTO na isang group. Anung group pala yun? They did not even put a clickable link. Call them out KG Bösk hehe,27/Aug/19 Aug,2372626799719493
