User,Comment,Date,Comment_ID
Julian Angelica,John Christopher Ison,5/Oct/19 Oct,2404802579835248
Mitra S,Ashritta Ramesh,5/Oct/19 Oct,2404962373152602
Jhoyel Ylagan,Timothy Cruz I’m thinking on it !! 😊,5/Oct/19 Oct,2404886159826890
Edward Goh,Lee Jiaying time to look into it.,7/Oct/19 Oct,2406726089642897
Germon Dale C. Lopez,Baby Lileth Anne.. 😘,5/Oct/19 Oct,2404931839822322
Ngiam Jun Xiong,Nornaim Sufyan Wah you at where already bro,5/Oct/19 Oct,2404769563171883
Ashley Tan Jia Yee,Brendan Xu stay woke,25/Oct/19 08:57,2424232637892242
Alex Lee,Saw Dustin fuck the fundamentals. i only need this.,8/Oct/19 Oct,2407597186222454
Christine Carla Agripo-Tiro,Riza Mae Gador. 😁,5/Oct/19 Oct,2404882749827231
Cecilia Eleonora Fransiska,Natalie Angelina any opinion on this?,25/Oct/19 13:40,2424435524538620
Lamunez De-Sainte Coquille,"Abu Rizal Fuad FU Fuad Hasan You know the drill, its the 1st step",5/Oct/19 Oct,2404770273171812
Aergia Soter,Kkkkk,5/Oct/19 Oct,2404827773166062
Darelle Anne Mantohac-Mondia,Dirk Jian is cute,14/Oct/19 Oct,2413008039014702
Josea Collins,Lucio Collins me recordó lo que dijiste,7/Oct/19 Oct,2406508816331291
Jays Ochoa,Ira 😘😘,5/Oct/19 Oct,2404752616506911
